"name","info","season","club","nation.","pass","app","pos.","avg_pass"
" Tom Huddlestone","England","2014/15"," Hull City  "," England",1475,31,"MF",47.5806451612903
" Tom Ince","England","2013/14","  - "," England",94,8,"MF",11.75
" Tom Ince","England","2014/15","  - "," England",95,7,"MF",13.5714285714286
" Tom Soares","England","2008/09","  - "," England",86,7,"MF",12.2857142857143
" Tomas Rosicky","Czech Republic","2006/07","  - "," Czech Republic",1025,26,"MF",39.4230769230769
" Tomas Rosicky","Czech Republic","2007/08","  - "," Czech Republic",732,18,"MF",40.6666666666667
" Tomas Rosicky","Czech Republic","2009/10","  - "," Czech Republic",741,25,"MF",29.64
" Tomas Rosicky","Czech Republic","2010/11","  - "," Czech Republic",648,21,"MF",30.8571428571429
" Tomas Rosicky","Czech Republic","2011/12","  - "," Czech Republic",1275,28,"MF",45.5357142857143
" Tomas Rosicky","Czech Republic","2012/13","  - "," Czech Republic",472,10,"MF",47.2
" Tomas Rosicky","Czech Republic","2013/14","  - "," Czech Republic",1121,27,"MF",41.5185185185185
" Tomas Rosicky","Czech Republic","2014/15","  - "," Czech Republic",446,15,"MF",29.7333333333333
" Trevor Sinclair","England","2006/07","  - "," England",519,18,"MF",28.8333333333333
" Tyler Roberts","Wales","2015/16","  - "," Wales",7,1,"MF",7
" Urby Emanuelson","Netherlands","2012/13","  - "," Netherlands",262,13,"MF",20.1538461538462
" Vadis Odjidja-Ofoe","Belgium","2015/16","  - "," Belgium",135,10,"MF",13.5
" Valon Behrami","Switzerland","2008/09","  - "," Switzerland",710,24,"MF",29.5833333333333
" Valon Behrami","Switzerland","2009/10","  - "," Switzerland",766,27,"MF",28.3703703703704
" Valon Behrami","Switzerland","2010/11","  - "," Switzerland",176,7,"MF",25.1428571428571
" Valon Behrami","Switzerland","2015/16"," Watford  "," Switzerland",508,21,"MF",24.1904761904762
" Victor Moses","Nigeria","2009/10","  - "," Nigeria",140,14,"MF",10
" Victor Moses","Nigeria","2010/11","  - "," Nigeria",299,21,"MF",14.2380952380952
" Victor Moses","Nigeria","2011/12","  - "," Nigeria",913,38,"MF",24.0263157894737
" Victor Moses","Nigeria","2012/13"," Chelsea  "," Nigeria",446,24,"MF",18.5833333333333
" Victor Moses","Nigeria","2013/14"," Chelsea  "," Nigeria",292,19,"MF",15.3684210526316
" Victor Moses","Nigeria","2014/15"," Chelsea  "," Nigeria",401,19,"MF",21.1052631578947
" Victor Moses","Nigeria","2015/16"," Chelsea  "," Nigeria",280,21,"MF",13.3333333333333
" Victor Wanyama","Kenya","2013/14","  - "," Kenya",1102,23,"MF",47.9130434782609
" Victor Wanyama","Kenya","2014/15","  - "," Kenya",1512,32,"MF",47.25
" Victor Wanyama","Kenya","2015/16","  - "," Kenya",1352,30,"MF",45.0666666666667
" Vince Grella","Australia","2008/09","  - "," Australia",664,17,"MF",39.0588235294118
" Vince Grella","Australia","2009/10","  - "," Australia",478,15,"MF",31.8666666666667
" Vince Grella","Australia","2010/11","  - "," Australia",169,5,"MF",33.8
" Vince Grella","Australia","2011/12","  - "," Australia",9,1,"MF",9
" Vladimir Weiss","Slovakia","2008/09","  - "," Slovakia",12,1,"MF",12
" Vladimir Weiss","Slovakia","2009/10","  - "," Slovakia",104,13,"MF",8
" Vurnon Anita","Netherlands","2012/13","  - "," Netherlands",811,25,"MF",32.44
" Vurnon Anita","Netherlands","2013/14","  - "," Netherlands",1348,34,"MF",39.6470588235294
" Vurnon Anita","Netherlands","2014/15","  - "," Netherlands",585,19,"MF",30.7894736842105
" Vurnon Anita","Netherlands","2015/16","  - "," Netherlands",990,28,"MF",35.3571428571429
" Wade Elliott","England","2009/10","  - "," England",1359,38,"MF",35.7631578947368
" Wahbi Khazri","Tunisia","2015/16"," Sunderland  "," Tunisia",327,14,"MF",23.3571428571429
" Walter Lopez","Uruguay","2008/09","  - "," Uruguay",12,5,"MF",2.4
" Wayne Brown","England","2008/09","  - "," England",3,1,"MF",3
" Wayne Routledge","England","2006/07","  - "," England",373,24,"MF",15.5416666666667
" Wayne Routledge","England","2007/08","  - "," England",32,3,"MF",10.6666666666667
" Wayne Routledge","England","2008/09","  - "," England",4,1,"MF",4
" Wayne Routledge","England","2010/11","  - "," England",283,17,"MF",16.6470588235294
" Wayne Routledge","England","2011/12"," Swansea City  "," England",672,28,"MF",24
" Wayne Routledge","England","2012/13"," Swansea City  "," England",1174,36,"MF",32.6111111111111
" Wayne Routledge","England","2013/14"," Swansea City  "," England",1149,35,"MF",32.8285714285714
" Wayne Routledge","England","2014/15"," Swansea City  "," England",762,29,"MF",26.2758620689655
" Wayne Routledge","England","2015/16"," Swansea City  "," England",651,28,"MF",23.25
" Wes Hoolahan","Ireland","2011/12","  - "," Ireland",1226,33,"MF",37.1515151515151
" Wes Hoolahan","Ireland","2012/13","  - "," Ireland",1123,33,"MF",34.030303030303
" Wes Hoolahan","Ireland","2013/14","  - "," Ireland",409,16,"MF",25.5625
" Wes Hoolahan","Ireland","2015/16","  - "," Ireland",1113,30,"MF",37.1
" Wilfried Zaha","Cote D'Ivoire","2013/14","  - "," Cote D'Ivoire",146,14,"MF",10.4285714285714
" Wilfried Zaha","Cote D'Ivoire","2014/15"," Crystal Palace  "," Cote D'Ivoire",405,31,"MF",13.0645161290323
" Wilfried Zaha","Cote D'Ivoire","2015/16"," Crystal Palace  "," Cote D'Ivoire",554,34,"MF",16.2941176470588
" Will Atkinson","England","2009/10","  - "," England",55,2,"MF",27.5
" William Buckley","England","2014/15","  - "," England",190,22,"MF",8.63636363636364
" William Kvist","Denmark","2013/14","  - "," Denmark",223,8,"MF",27.875
" Willian","Brazil","2013/14"," Chelsea  "," Brazil",984,25,"MF",39.36
" Willian","Brazil","2014/15"," Chelsea  "," Brazil",1370,36,"MF",38.0555555555556
" Willian","Brazil","2015/16"," Chelsea  "," Brazil",1500,35,"MF",42.8571428571429
" Wilson Palacios","Honduras","2007/08","  - "," Honduras",616,23,"MF",26.7826086956522
" Wilson Palacios","Honduras","2008/09","  - "," Honduras",1260,32,"MF",39.375
" Wilson Palacios","Honduras","2009/10","  - "," Honduras",1350,33,"MF",40.9090909090909
" Wilson Palacios","Honduras","2010/11","  - "," Honduras",676,21,"MF",32.1904761904762
" Wilson Palacios","Honduras","2011/12","  - "," Honduras",315,18,"MF",17.5
" Wilson Palacios","Honduras","2012/13","  - "," Honduras",32,4,"MF",8
" Wilson Palacios","Honduras","2013/14","  - "," Honduras",238,16,"MF",14.875
" Xabi Alonso","Spain","2006/07","  - "," Spain",2023,32,"MF",63.21875
" Xabi Alonso","Spain","2007/08","  - "," Spain",995,19,"MF",52.3684210526316
" Xabi Alonso","Spain","2008/09","  - "," Spain",2482,33,"MF",75.2121212121212
" Xherdan Shaqiri","Switzerland","2015/16"," Stoke City  "," Switzerland",639,27,"MF",23.6666666666667
" Yacouba Sylla","Mali","2012/13","  - "," Mali",355,11,"MF",32.2727272727273
" Yacouba Sylla","Mali","2013/14","  - "," Mali",250,11,"MF",22.7272727272727
" Yann M'Vila","France","2015/16","  - "," France",1679,37,"MF",45.3783783783784
" Yaya Touré","Cote D'Ivoire","2010/11"," Manchester City  "," Cote D'Ivoire",1834,35,"MF",52.4
" Yaya Touré","Cote D'Ivoire","2011/12"," Manchester City  "," Cote D'Ivoire",2419,32,"MF",75.59375
" Yaya Touré","Cote D'Ivoire","2012/13"," Manchester City  "," Cote D'Ivoire",2525,32,"MF",78.90625
" Yaya Touré","Cote D'Ivoire","2013/14"," Manchester City  "," Cote D'Ivoire",2502,35,"MF",71.4857142857143
" Yaya Touré","Cote D'Ivoire","2014/15"," Manchester City  "," Cote D'Ivoire",2412,29,"MF",83.1724137931034
" Yaya Touré","Cote D'Ivoire","2015/16"," Manchester City  "," Cote D'Ivoire",1838,32,"MF",57.4375
" Yildiray Bastürk","Turkey","2009/10","  - "," Turkey",18,1,"MF",18
" Yoan Gouffran","France","2012/13","  - "," France",310,15,"MF",20.6666666666667
" Yoan Gouffran","France","2013/14","  - "," France",1025,35,"MF",29.2857142857143
" Yoan Gouffran","France","2014/15","  - "," France",784,31,"MF",25.2903225806452
" Yoan Gouffran","France","2015/16","  - "," France",92,8,"MF",11.5
" Yohan Cabaye","France","2011/12","  - "," France",1451,34,"MF",42.6764705882353
" Yohan Cabaye","France","2012/13","  - "," France",1172,26,"MF",45.0769230769231
" Yohan Cabaye","France","2013/14","  - "," France",931,19,"MF",49
" Yohan Cabaye","France","2015/16"," Crystal Palace  "," France",1269,33,"MF",38.4545454545455
" Yossi Benayoun","Israel","2006/07","  - "," Israel",785,29,"MF",27.0689655172414
" Yossi Benayoun","Israel","2007/08","  - "," Israel",615,30,"MF",20.5
" Yossi Benayoun","Israel","2008/09","  - "," Israel",666,32,"MF",20.8125
" Yossi Benayoun","Israel","2009/10","  - "," Israel",816,30,"MF",27.2
" Yossi Benayoun","Israel","2010/11","  - "," Israel",106,7,"MF",15.1428571428571
" Yossi Benayoun","Israel","2011/12","  - "," Israel",409,20,"MF",20.45
" Yossi Benayoun","Israel","2012/13","  - "," Israel",131,12,"MF",10.9166666666667
" Youssouf Mulumbu","Congo","2008/09","  - "," Congo",145,6,"MF",24.1666666666667
" Youssouf Mulumbu","Congo","2010/11","  - "," Congo",1592,34,"MF",46.8235294117647
" Youssouf Mulumbu","Congo","2011/12","  - "," Congo",1658,35,"MF",47.3714285714286
" Youssouf Mulumbu","Congo","2012/13","  - "," Congo",1529,28,"MF",54.6071428571429
" Youssouf Mulumbu","Congo","2013/14","  - "," Congo",1947,37,"MF",52.6216216216216
" Youssouf Mulumbu","Congo","2014/15","  - "," Congo",578,17,"MF",34
" Youssouf Mulumbu","Congo","2015/16","  - "," Congo",157,7,"MF",22.4285714285714
" Yuri Zhirkov","Russia","2009/10","  - "," Russia",511,17,"MF",30.0588235294118
" Yuri Zhirkov","Russia","2010/11","  - "," Russia",319,12,"MF",26.5833333333333
" Zheng Zhi","China","2006/07","  - "," China",278,12,"MF",23.1666666666667
" Zoltán Gera","Hungary","2008/09","  - "," Hungary",825,32,"MF",25.78125
" Zoltán Gera","Hungary","2009/10","  - "," Hungary",877,27,"MF",32.4814814814815
" Zoltán Gera","Hungary","2010/11","  - "," Hungary",615,27,"MF",22.7777777777778
" Zoltán Gera","Hungary","2011/12","  - "," Hungary",80,3,"MF",26.6666666666667
" Zoltán Gera","Hungary","2012/13","  - "," Hungary",512,16,"MF",32
" Zoltán Gera","Hungary","2013/14","  - "," Hungary",239,14,"MF",17.0714285714286
" Zoran Tosic","Serbia","2008/09","  - "," Serbia",13,2,"MF",6.5
" Adam Mitchell","England","2012/13","  - "," England",NA,1,"MF",NA
" Ainsley Maitland-Niles","England","2014/15"," Arsenal  "," England",NA,1,"MF",NA
" James Weir","England","2015/16","  - "," England",NA,1,"MF",NA
" Jonathon Routledge","England","2008/09","  - "," England",NA,1,"MF",NA
" Josh Cullen","Ireland","2015/16","  - "," Ireland",NA,1,"MF",NA
" Oliver Shenton","England","2014/15","  - "," England",NA,1,"MF",NA
" Robert Hall","England","2012/13","  - "," England",NA,1,"MF",NA
" Aaron Cresswell","England","2014/15"," West Ham United  "," England",1348,38,"DF",35.4736842105263
" Aaron Cresswell","England","2015/16"," West Ham United  "," England",1377,37,"DF",37.2162162162162
" Aaron Hughes","Northern Ireland","2006/07","  - "," Northern Ireland",437,19,"DF",23
" Aaron Hughes","Northern Ireland","2007/08","  - "," Northern Ireland",640,30,"DF",21.3333333333333
" Aaron Hughes","Northern Ireland","2008/09","  - "," Northern Ireland",1012,38,"DF",26.6315789473684
" Aaron Hughes","Northern Ireland","2009/10","  - "," Northern Ireland",1268,34,"DF",37.2941176470588
" Aaron Hughes","Northern Ireland","2010/11","  - "," Northern Ireland",1388,38,"DF",36.5263157894737
" Aaron Hughes","Northern Ireland","2011/12","  - "," Northern Ireland",828,19,"DF",43.5789473684211
" Aaron Hughes","Northern Ireland","2012/13","  - "," Northern Ireland",1049,24,"DF",43.7083333333333
" Aaron Hughes","Northern Ireland","2013/14","  - "," Northern Ireland",413,13,"DF",31.7692307692308
" Abdoulaye Faye","Senegal","2006/07","  - "," Senegal",818,32,"DF",25.5625
" Abdoulaye Faye","Senegal","2007/08","  - "," Senegal",564,23,"DF",24.5217391304348
" Abdoulaye Faye","Senegal","2008/09","  - "," Senegal",686,36,"DF",19.0555555555556
" Abdoulaye Faye","Senegal","2009/10","  - "," Senegal",451,31,"DF",14.5483870967742
" Abdoulaye Faye","Senegal","2010/11","  - "," Senegal",251,14,"DF",17.9285714285714
" Abdoulaye Faye","Senegal","2013/14","  - "," Senegal",62,3,"DF",20.6666666666667
" Abdoulaye Méité","Cote D'Ivoire","2006/07","  - "," Cote D'Ivoire",857,35,"DF",24.4857142857143
" Abdoulaye Méité","Cote D'Ivoire","2007/08","  - "," Cote D'Ivoire",445,21,"DF",21.1904761904762
" Abdoulaye Méité","Cote D'Ivoire","2008/09","  - "," Cote D'Ivoire",412,18,"DF",22.8888888888889
" Abdoulaye Méité","Cote D'Ivoire","2010/11","  - "," Cote D'Ivoire",200,10,"DF",20
" Abdul Rahman Baba","Ghana","2015/16","  - "," Ghana",526,15,"DF",35.0666666666667
" Abel Xavier","Portugal","2006/07","  - "," Portugal",440,14,"DF",31.4285714285714
" Adam Drury","England","2011/12","  - "," England",414,12,"DF",34.5
" Adam Henley","Wales","2011/12","  - "," Wales",123,7,"DF",17.5714285714286
" Adam Matthews","Wales","2015/16","  - "," Wales",13,1,"DF",13
" Adam Smith","England","2011/12","  - "," England",11,1,"DF",11
" Adam Smith","England","2015/16"," AFC Bournemouth  "," England",911,31,"DF",29.3870967741935
" Adrián López","Spain","2010/11","  - "," Spain",31,1,"DF",31
" Adrián López","Spain","2011/12","  - "," Spain",149,5,"DF",29.8
" Adrián López","Spain","2012/13","  - "," Spain",145,5,"DF",29
" Adrian Mariappa","Jamaica","2006/07","  - "," Jamaica",509,19,"DF",26.7894736842105
" Adrian Mariappa","Jamaica","2012/13","  - "," Jamaica",683,29,"DF",23.551724137931
" Adrian Mariappa","Jamaica","2013/14","  - "," Jamaica",585,24,"DF",24.375
" Adrian Mariappa","Jamaica","2014/15","  - "," Jamaica",240,12,"DF",20
" Adrian Mariappa","Jamaica","2015/16","  - "," Jamaica",117,3,"DF",39
" Ahmed Elmohamady","Egypt","2010/11","  - "," Egypt",1074,36,"DF",29.8333333333333
" Ahmed Elmohamady","Egypt","2011/12","  - "," Egypt",339,18,"DF",18.8333333333333
" Ahmed Elmohamady","Egypt","2012/13","  - "," Egypt",10,2,"DF",5
" Ahmed Elmohamady","Egypt","2013/14"," Hull City  "," Egypt",1751,38,"DF",46.0789473684211
" Ahmed Elmohamady","Egypt","2014/15"," Hull City  "," Egypt",1584,38,"DF",41.6842105263158
" Alan Hutton","Scotland","2007/08","  - "," Scotland",569,14,"DF",40.6428571428571
" Alan Hutton","Scotland","2008/09","  - "," Scotland",232,8,"DF",29
" Alan Hutton","Scotland","2009/10","  - "," Scotland",461,19,"DF",24.2631578947368
" Alan Hutton","Scotland","2010/11","  - "," Scotland",795,21,"DF",37.8571428571429
" Alan Hutton","Scotland","2011/12","  - "," Scotland",890,31,"DF",28.7096774193548
" Alan Hutton","Scotland","2014/15","  - "," Scotland",1117,30,"DF",37.2333333333333
" Alan Hutton","Scotland","2015/16","  - "," Scotland",843,28,"DF",30.1071428571429
" Alan Stubbs","England","2006/07","  - "," England",661,23,"DF",28.7391304347826
" Alan Stubbs","England","2007/08","  - "," England",283,16,"DF",17.6875
" Alan Tate","England","2011/12","  - "," England",81,5,"DF",16.2
" Alan Tate","England","2012/13","  - "," England",50,3,"DF",16.6666666666667
" Alan Wright","England","2006/07","  - "," England",42,1,"DF",42
" Alberto Moreno","Spain","2014/15"," Liverpool  "," Spain",979,28,"DF",34.9642857142857
" Alberto Moreno","Spain","2015/16"," Liverpool  "," Spain",1323,32,"DF",41.34375
" Aleksandar Kolarov","Serbia","2010/11"," Manchester City  "," Serbia",790,24,"DF",32.9166666666667
" Aleksandar Kolarov","Serbia","2011/12"," Manchester City  "," Serbia",445,12,"DF",37.0833333333333
" Aleksandar Kolarov","Serbia","2012/13"," Manchester City  "," Serbia",456,20,"DF",22.8
" Aleksandar Kolarov","Serbia","2013/14"," Manchester City  "," Serbia",1020,30,"DF",34
" Aleksandar Kolarov","Serbia","2014/15"," Manchester City  "," Serbia",813,21,"DF",38.7142857142857
" Aleksandar Kolarov","Serbia","2015/16"," Manchester City  "," Serbia",1361,29,"DF",46.9310344827586
" Alex","Brazil","2007/08","  - "," Brazil",733,28,"DF",26.1785714285714
" Alex","Brazil","2008/09","  - "," Brazil",857,24,"DF",35.7083333333333
" Alex","Brazil","2009/10","  - "," Brazil",596,16,"DF",37.25
" Alex","Brazil","2010/11","  - "," Brazil",575,15,"DF",38.3333333333333
" Alex","Brazil","2011/12","  - "," Brazil",117,3,"DF",39
" Alex Baptiste","England","2010/11","  - "," England",661,21,"DF",31.4761904761905
" Alex Bruce","Northern Ireland","2013/14","  - "," Northern Ireland",460,20,"DF",23
" Alex Bruce","Northern Ireland","2014/15","  - "," Northern Ireland",389,22,"DF",17.6818181818182
" Alex Pearce","Ireland","2012/13","  - "," Ireland",510,19,"DF",26.8421052631579
" Alex Smith","England","2012/13","  - "," England",2,1,"DF",2
" Alexander Buttner","Netherlands","2012/13","  - "," Netherlands",170,5,"DF",34
" Alexander Buttner","Netherlands","2013/14","  - "," Netherlands",259,8,"DF",32.375
" Álvaro Arbeloa","Spain","2006/07","  - "," Spain",308,9,"DF",34.2222222222222
" Álvaro Arbeloa","Spain","2007/08","  - "," Spain",948,28,"DF",33.8571428571429
" Álvaro Arbeloa","Spain","2008/09","  - "," Spain",1289,29,"DF",44.448275862069
" Aly Cissokho","France","2013/14","  - "," France",435,15,"DF",29
" Aly Cissokho","France","2014/15","  - "," France",817,25,"DF",32.68
" Aly Cissokho","France","2015/16","  - "," France",647,18,"DF",35.9444444444444
" André Bikey","Cameroon","2006/07","  - "," Cameroon",223,15,"DF",14.8666666666667
" André Bikey","Cameroon","2007/08","  - "," Cameroon",313,22,"DF",14.2272727272727
" André Bikey","Cameroon","2009/10","  - "," Cameroon",721,28,"DF",25.75
" André Ooijer","Netherlands","2006/07","  - "," Netherlands",728,20,"DF",36.4
" André Ooijer","Netherlands","2007/08","  - "," Netherlands",708,27,"DF",26.2222222222222
" André Ooijer","Netherlands","2008/09","  - "," Netherlands",982,32,"DF",30.6875
" André Santos","Brazil","2011/12","  - "," Brazil",778,15,"DF",51.8666666666667
" André Santos","Brazil","2012/13","  - "," Brazil",310,8,"DF",38.75
" Andre Wisdom","England","2012/13","  - "," England",488,12,"DF",40.6666666666667
" Andre Wisdom","England","2013/14","  - "," England",32,2,"DF",16
" Andre Wisdom","England","2014/15","  - "," England",888,24,"DF",37
" Andre Wisdom","England","2015/16","  - "," England",307,10,"DF",30.7
